Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Industry Groups,Number of Employees,Funding Status,Founders,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Company Type,Hub Tags,Actively Hiring,Investor Type,Investment Stage,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Number of Portfolio Organizations,School Type,School Program,Number of Enrollments,School Method,Number of Alumni,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,CB Rank (Organization),Similar Companies,Contact Job Departments,Total Products Active,Stage
Halodoc,https://www.crunchbase.com/organization/halodoc,"Health Care, InsurTech, Medical, Mobile Apps, Pharmaceutical","Jakarta, Jakarta Raya, Indonesia","Halodoc is a health-tech platform that connects patients with doctors, insurance, labs, and pharmacies.","10,607","Apps, Financial Services, Health Care, Mobile, Software",501-1000,Late Stage Venture,"Doddy Lukito, Jonathan Sudharta",2016-01-01,year,,,,,https://www.halodoc.com/,https://twitter.com/halodocID,https://www.facebook.com/HalodocID,https://www.linkedin.com/company/m-health-tech,help@halodoc.com,+62 021 5095 9900,"HaloDoc is a healthcare network platform. HaloDoc connects users to a network of 19,000 licensed doctors, 1,000 certified partner pharmacies through medical delivery service ApotikAntar, and licensed medical laboratory services. Users can communicate with these medical professionals via chat, video and voice call.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12940,$10M to $50M,Active,For Profit,,,,,,,,,,,,,,,,2023-07-28,100000000.0,USD,100000000.0,Series D,100000000.0,USD,100000000.0,Series D,245000000.0,USD,245000000.0,245000000.0,USD,245000000.0,7.0,"Temasek Holdings, Novo Holdings, Bill & Melinda Gates Foundation, Intudo Ventures, Korea Investment Partners",5.0,25.0,,,Private,,,,,,,,,,,,,"12,112",21.0,"Engineering, Human Resources, Information Technology, Legal, Management, Operations, Product, Sales",30.0,
ALAMI,https://www.crunchbase.com/organization/alami,"Financial Services, FinTech, Lending, Peer to Peer, Small and Medium Businesses","Jakarta, Jakarta Raya, Indonesia",ALAMI is a peer-to-peer (P2P) lending platform that helps people fund small businesses.,"10,632","Financial Services, Other",51-100,Early Stage Venture,"Bembi Juniar, Dima Djani, Harza Sandityo",2018-08-01,month,,,,,https://alamisharia.co.id,https://twitter.com/alamisharia,https://www.facebook.com/alamisharia,https://id.linkedin.com/company/alamisharia,info@alamisharia.co.id,+62 819-9898-7191,"Alami is a licensed peer-to-peer lending platform focused on lending to micro, small, and medium-sized enterprises through the principles of sharia finance. Lenders with Funding Recipients in a fair and transparent sharia financing project. The company's mission is to build a sharia ecosystem that enables the Muslim community to create a sustainable life according to Islamic values. Alami was founded in 2019 and is based in Jakarta, Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$1M to $10M,Active,For Profit,,,,,1.0,,,,,1.0,,,,,,2023-10-05,,,,Series B,,,,Series B,25400000.0,USD,25400000.0,75400000.0,USD,75400000.0,12.0,"Quona Capital, Lendable, Capria Ventures, Intudo Ventures, East Ventures",9.0,14.0,,,Private,,,,,,,,,,,,,"12,138",5.0,Operations,,
OnlinePajak,https://www.crunchbase.com/organization/onlinepajak,"FinTech, Information Services, Information Technology","Jakarta, Jakarta Raya, Indonesia","OnlinePajak simplifies the entire tax reporting process with instant, hassle-free, and secure online tax management technology.","11,118","Financial Services, Information Technology",51-100,,Charles Guinot,2014-01-01,year,,,,,https://www.online-pajak.com,https://twitter.com/OnlinePajak?,https://www.facebook.com/onlinepajak/,https://www.linkedin.com/company/achilles-systems-pte-ltd/,contact@online-pajak.com,,"OnlinePajak (http://www.online-pajak.com/id/) is all in one application to handle corporate taxes & administration faster & easier. OnlinePajak has a mission to increase tax collection & remove corporate administration and taxes burden with 3 simple steps: prepare, pay & file taxes online in seamless integrated application. ","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12940,$10M to $50M,Active,For Profit,,,,,,,,,,,,,,,,2025-04-17,2800000.0,USD,2800000.0,Venture - Series Unknown,2800000.0,USD,2800000.0,Venture - Series Unknown,48800000.0,USD,48800000.0,48800000.0,USD,48800000.0,7.0,"Petalite Gem Investments, Evialia, Sequoia Capital, Warburg Pincus, Peak XV Partners",6.0,14.0,,,Private,,,,,,,,,,,,,"12,676",6.0,Engineering,25.0,
Aria,https://www.crunchbase.com/organization/aria-2b9a,"Agriculture, AgTech","Jakarta, Jakarta Raya, Indonesia",Aria provides solutions for the agriculture sector & other services.,"11,442",Agriculture and Farming,101-250,Seed,,2021-01-01,year,,,,,https://www.hiaria.id/,,,https://www.linkedin.com/company/hiaria,partnership@hiaria.id,,Aria provides solutions for the agriculture sector & other services.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",14350,,Active,For Profit,,,,,,,,,,,,,,,,2022-08-29,5000000.0,USD,5000000.0,Seed,5000000.0,USD,5000000.0,Seed,5000000.0,USD,5000000.0,5000000.0,USD,5000000.0,2.0,"East Ventures, waresix, GK-Plug and Play Indonesia, Arkana Ventures, Triputra Group",2.0,7.0,,,Private,,,,,,,,,,,,,"13,042",5.0,,,
Mekari,https://www.crunchbase.com/organization/mekari,"B2B, Business Development, Business Intelligence, SaaS, Software","Jakarta Pusat, Jakarta Raya, Indonesia","Mekari is a SaaS company that offers cloud-based, business automation technology to support the development of various businesses.","11,655","Data and Analytics, Other, Professional Services, Software",1001-5000,Late Stage Venture,"Anthony Kosasih, Daniel Witono, Dirman Suharno, Suwandi Soh",2015-01-01,month,,,,,https://mekari.com/,https://twitter.com/mekaricom,https://www.facebook.com/mekaricom/,https://www.linkedin.com/company/mekari/,contact@mekari.com,(021) 5050 1500,"Mekari is a SaaS company that offers cloud-based business automation technology. As a provider of business-to-business (B2B) SaaS solutions, it helps companies ranging from multi-national companies (MNCs) to MSMEs digitize and automate their operations through efficient and easily-accessible business technology solutions. The company's software also manages specific areas of business in accordance with applicable regulations and automates administrative matters so that businesses can focus on more strategic matters. Mekari was founded in 2015 and is headquartered in Jakarta, Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",10220,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,2022-05-13,50000000.0,USD,50000000.0,Series E,50000000.0,USD,50000000.0,Series E,71000000.0,USD,71000000.0,71000000.0,USD,71000000.0,4.0,"East Ventures, BEENEXT, EV Growth, Mandiri Capital Indonesia (MCI), Money Forward",3.0,8.0,5.0,Made Acquisitions,Private,,,,,,,,,,,,,"13,277",9.0,"Engineering, Human Resources, Information Technology, Management, Marketing, Operations, Product, Sales",24.0,
Pluang,https://www.crunchbase.com/organization/pluang,"Financial Services, FinTech, Impact Investing","Jakarta, Jakarta Raya, Indonesia",Pluang is a financial technology application that specializes in digital micro-savings and micro-investment products.,"11,948","Financial Services, Lending and Investments",251-500,Early Stage Venture,"Claudia Kolonas, Iwan Tjam, Richard Chua",2019-01-01,year,,,,,https://pluang.com/,https://twitter.com/pluang_id,https://www.facebook.com/pluang.id,https://www.linkedin.com/company/pluang/,tanya@pluang.com,+62 21 80630065,"Pluang is a financial technology application that opens public access opportunities to financial products easily and affordably. The company offers a gold savings product that allows investments starting from 0.01 grams and provides users with real-time liquidity and peace of mind as the gold is kept in a government-backed institution through the official Indonesian commodities exchange. Founded in 2019, Pluang is headquartered in Jakarta, Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12820,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2022-01-12,55000000.0,USD,55000000.0,Series B,55000000.0,USD,55000000.0,Series B,113000000.0,USD,113000000.0,113000000.0,USD,113000000.0,4.0,"Accel, UOB Venture, Gold House Ventures, Argor Capital, Openspace",4.0,20.0,,,Private,,,,,,,,,,,,,"13,594",7.0,"Engineering, Human Resources, Information Technology, Management, Marketing, Operations, Product",,
Kargo Technologies,https://www.crunchbase.com/organization/kargo-technologies,"E-Commerce Platforms, Freight Service, Logistics, Marketplace, Software, Transportation","Jakarta, Jakarta Raya, Indonesia","Kargo Technologies is a full-stack logistics platform, connecting shippers with truckers.","13,134","Commerce and Shopping, Internet Services, Software, Transportation",51-100,Early Stage Venture,"Tiger Fang, Yodi Aditya",2018-11-01,month,,,,,https://kargo.tech,https://twitter.com/kargo_techno,https://www.facebook.com/kargotechno,https://www.linkedin.com/company/kargotech,hiring@kargo.tech,+62 811-1943-733,"Kargo Technologies is a freight logistics marketplace covering the entire Indonesian archipelago. The Company enables shippers, transporters, and truckers to connect, transact, and track shipments in real-time on a platform, which they can access via the website and mobile app. With Kargo Technologies, users can expand their shipping business network and increase revenue.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$10M to $50M,Active,For Profit,,,,,,,,,,,,,,,,2024-07-30,144000000000.0,IDR,8814319.0,Series A,144000000000.0,IDR,8814319.0,Series A,47414319.0,USD,47414319.0,47414319.0,USD,47414319.0,6.0,"Peak XV Partners, InnoVen Capital, Intudo Ventures, Alter Global, ZhenFund",5.0,20.0,,,Private,,,,,,,,,,,,,"14,918",19.0,"Engineering, Operations",11.0,
Alodokter,https://www.crunchbase.com/organization/alodokter,"Health Care, Internet, Medical, Wellness","Jakarta, Jakarta Raya, Indonesia","Alodokter is a digital health platform that provides an end-to-end digital solution to patients including telemedicine, doctors, and others.","13,807","Health Care, Internet Services",251-500,Late Stage Venture,"Nathanael Faibis, Suci Arumsari",2014-07-01,month,,,,,http://alodokter.com,https://twitter.com/alodokter,https://www.facebook.com/alodokter,https://www.linkedin.com/company/alodokter/,info@alodokter.com,+62 21 30000256,"Alodokter is a digital health platform that provides an end-to-end digital solution to patients including telemedicine, doctors, and others. It also provides credible information, supportive communities, and in-depth reference material about health subjects.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,2024-02-21,5200000.0,USD,5200000.0,Series D,5200000.0,USD,5200000.0,Series D,53300000.0,USD,53300000.0,53300000.0,USD,53300000.0,9.0,"500 Global, Golden Gate Ventures, Pegasus Tech Ventures, SBVA, MDI Ventures",5.0,16.0,1.0,Made Acquisitions,Private,,,,,,,,,,,,,"15,647",6.0,"Engineering, Finance, Management, Marketing, Operations, Product, Sales",15.0,
CROWDE,https://www.crunchbase.com/organization/crowde,"Agriculture, AgTech, Financial Services, FinTech, Social Entrepreneurship","Jakarta, Jakarta Raya, Indonesia",Agriculture and financial technology company that empowers farmers across Indonesia with technology and access to capital,"14,264","Agriculture and Farming, Community and Lifestyle, Financial Services, Social Impact",51-100,Early Stage Venture,"Muhamad Risyad Ganis, Yohanes Sugihtononugroho",2016-12-01,month,,,,,https://crowde.co,https://www.twitter.com/temancrowde,https://www.facebook.com/crowdeplatform/,https://www.linkedin.com/company/13321661/,mitra@crowde.co,,"CROWDE is an agricultural-focused technology and financial company. We aspire to build a sustainable agriculture business ecosystem that enables 30M+ Indonesian farmers to thrive by providing them with business infrastructures: access to financing, cost-effective inputs, developing vibrant markets for their produce, efficient fresh produce logistics, data-driven market insights, and industry best practices. At CROWDE, we only do agriculture and do it well: we understand how to assess agri-project financing and manage risks pertaining to agriculture. Beyond connecting investors and farmers we also integrate the entire agriculture ecosystem from suppliers to customers through technology. Our investors and farmers have influenced the core of our mission, they are both highly driven individuals who seek to better their own future, this has always inspired us and we look to change Indonesia with this mission in mind.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,2023-03-02,,,,Non-equity Assistance,9000000.0,USD,9000000.0,Series B,10000000.0,USD,10000000.0,10000000.0,USD,10000000.0,4.0,"Monk’s Hill Ventures, STRIVE, Mandiri Capital Indonesia (MCI), GREE Ventures, Endeavor Indonesia",3.0,9.0,,,Private,,,,,,,,,,,,,"16,151",6.0,"Operations, Product",27.0,
Shipper,https://www.crunchbase.com/organization/shipper-35b4,"Delivery, Internet, Logistics, Supply Chain Management","Jakarta, Jakarta Raya, Indonesia",Shipper is a logistics platform that helps freight forwarders deliver goods easily.,"14,686","Administrative Services, Internet Services, Transportation",251-500,Late Stage Venture,"Budi Handoko, Nalendra Perkasa, Phil Opamuratawongse",2017-01-01,year,,,,,https://shipper.id,https://twitter.com/ShipperID,https://www.facebook.com/shipperID,https://www.linkedin.com/company/shipper-indonesia/?originalSubdomain=ph,support@shipper.id,+62 8033 2160 215,"Shipper is a digital logistics platform that helps freight forwarders to deliver goods easily. It works with online or corporate vendors to pick up items to be shipped using selected logistics services. It cooperates with online sellers or companies to pick up goods to be sent using selected logistics services. Its platform offers package pick-up service and fulfillment centers, help logistics providers manage shipments, predicts shipping routes, consolidate packages headed in the same direction, and also provides a multi-carrier API that enables sellers to manage orders, print shipping labels, and get tracking information from multiple providers on their phones.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2940,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2022-04-07,43749882.0,USD,43749882.0,Series C,43749882.0,USD,43749882.0,Series C,131899882.0,USD,131899882.0,131899882.0,USD,131899882.0,6.0,"Y Combinator, Lightspeed Venture Partners, Peak XV Partners, Endeavor Catalyst, Floodgate",4.0,16.0,2.0,Made Acquisitions,Private,,,,,,,,,,,,,"16,613",7.0,"Engineering, Finance, Human Resources, Management, Operations, Product",29.0,
Honest,https://www.crunchbase.com/organization/honestbank,"Apps, Banking, Financial Services, FinTech","Jakarta, Jakarta Raya, Indonesia",Honest builds financial products that people love.,"14,979","Apps, Financial Services, Lending and Investments, Software",101-250,Early Stage Venture,"Peter Panas, Will Ongkowidjaja",2019-01-01,year,,,,,https://honestbank.com/,,https://www.facebook.com/indohonest/,https://www.linkedin.com/company/honestbank/,,,Honest builds financial products that people love.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2024-05-22,2500000.0,USD,2500000.0,Series B,2500000.0,USD,2500000.0,Series B,59200000.0,USD,59200000.0,59200000.0,USD,59200000.0,7.0,"Village Global, Alumni Ventures, Goodwater Capital, Insignia Ventures Partners, XYZ Venture Capital",4.0,13.0,,,Private,,,,,,,,,,,,,"16,934",7.0,"Engineering, Information Technology, Management",,
