Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Facebook,Twitter,Company Type,Actively Hiring,Industry Groups,Number of Employees,Top 5 Investors,Number of Funding Rounds,Funding Status
Eratani,https://www.crunchbase.com/organization/eratani,,"Agriculture, AgTech, Information Services, Information Technology, Supply Chain Management","Jakarta, Jakarta Raya, Indonesia",Eratani is an Agri-tech company that provides a positive and constructive social impact on agricultural ecosystems.,"21,767",https://eratani.co.id,https://www.linkedin.com/company/eratani,https://www.facebook.com/EraTani.Account,https://www.twitter.com/eratani_id,For Profit,,"Agriculture and Farming, Information Technology, Transportation",101-250,"TNB Aura, AgFunder, Kopi Kenangan, Bank Rakyat Indonesia, SBI Ven Capital",5,
Doku,https://www.crunchbase.com/organization/doku,,"Finance, InsurTech, Payments, Risk Management","Jakarta, Jakarta Raya, Indonesia",Doku is a electronic payment and risk management company.,"21,919",http://doku.com,https://www.linkedin.com/company/doku-indonesia,http://www.facebook.com/DOKUid,http://twitter.com/DOKUid,For Profit,,"Financial Services, Payments, Professional Services",251-500,Apis Partners,1,
Cermati,https://www.crunchbase.com/organization/cermati,,"E-Commerce Platforms, Financial Services, FinTech, Internet, Mobile Apps, Software, Web Development","Jakarta, Jakarta Raya, Indonesia",Cermati are a technology startup that engages in the Indonesian financial technology area.,"22,211",https://www.cermati.com,https://www.linkedin.com/company/cermati,https://www.facebook.com/cermati,https://twitter.com/cermati_ID,For Profit,,"Apps, Commerce and Shopping, Financial Services, Internet Services, Mobile, Software",11-50,"East Ventures, MDI Ventures, Finch Capital, Central Capital Ventura, Centauri Fund",6,Late Stage Venture
Dagangan,https://www.crunchbase.com/organization/dagangan,,"Delivery Service, E-Commerce, E-Commerce Platforms, Information Technology, Mobile Apps, Retail, Retail Technology, Wholesale","Kembangan, Jakarta Raya, Indonesia",Dagangan is a tech-enabled commerce platform that provides access to daily necessities at affordable prices to rural communities.,"22,325",https://www.dagangan.com/,https://www.linkedin.com/company/dagangan/,https://web.facebook.com/Dagangancom-456397421488534/,https://twitter.com/dagangan_id?lang=en,For Profit,,"Apps, Commerce and Shopping, Hardware, Information Technology, Internet Services, Mobile, Software, Transportation",251-500,"500 Global, CyberAgent Capital, Monk’s Hill Ventures, W inc., Spiral Ventures",5,M&A
Stockbit,https://www.crunchbase.com/organization/stockbit,,"Finance, Financial Services, Internet","Jakarta, Jakarta Raya, Indonesia",Stockbit is an Indonesian investment community platform for investors and traders to share information and their ideas.,"22,348",https://stockbit.com,https://www.linkedin.com/company/stockbit,https://www.facebook.com/Stockbit/,https://twitter.com/stockbit,For Profit,,"Financial Services, Internet Services",501-1000,"Quona Capital, Peak XV Partners, 500 Global, East Ventures, AC Ventures",5,Late Stage Venture
LinkAja,https://www.crunchbase.com/organization/linkaja,,"Financial Services, FinTech, Mobile Payments","Jakarta, Jakarta Raya, Indonesia",LinkAja is an electronic-based service that makes financial transactions more simple and easy.,"22,519",https://www.linkaja.id,https://www.linkedin.com/company/linkaja,https://www.facebook.com/linkaja.indonesia,https://twitter.com/linkaja,For Profit,,"Financial Services, Mobile, Payments, Software",251-500,"Grab, Gojek, BRI Ventures, Mandiri Capital Indonesia (MCI), Mitsui & Co",5,
TaniHub,https://www.crunchbase.com/organization/tanihub,,"Agriculture, B2B, E-Commerce, Farming, Marketplace","Jakarta, Jakarta Raya, Indonesia",TaniHub is a B2B platform connecting farmers with businesses that use or sell their products.,"22,640",http://www.tanihub.com,https://www.linkedin.com/company/tanihub,https://www.facebook.com/tanihub,https://twitter.com/TaniHubID,For Profit,,"Agriculture and Farming, Commerce and Shopping, Other",501-1000,"Flourish Ventures, Alpha JWC Ventures, Golden Gate Ventures, Vertex Ventures, MDI Ventures",4,Early Stage Venture
CoLearn,https://www.crunchbase.com/organization/colearn-ad95,,"EdTech, Education, Information Technology","Senayan, Sumatera Utara, Indonesia",CoLearn is an EdTech platform that empowers tuition centers and tutors to create online learning experiences for their students.,"22,971",https://colearn.id/,https://www.linkedin.com/company/colearnid/,https://www.facebook.com/colearn.id/,,For Profit,,"Education, Information Technology, Software",251-500,"Alpha JWC Ventures, TNB Aura, January Capital, Leo Capital, GSV Ventures",4,Early Stage Venture
Brick,https://www.crunchbase.com/organization/brick-96a6,,"Developer APIs, Financial Services, FinTech, Information Technology","Jakarta, Jakarta Raya, Indonesia",Brick is a financial data application programming interface that allows developers to offer in-app financial services.,"22,994",https://www.onebrick.io,https://www.linkedin.com/company/brick-api/about/,https://www.facebook.com/onebrick.io,https://twitter.com/brick_io,For Profit,,"Financial Services, Information Technology, Software",11-50,"Antler, Flourish Ventures, Better Tomorrow Ventures, 1982 Ventures, RaliCap",3,Seed
Jala Tech,https://www.crunchbase.com/organization/jala,,"AgTech, Aquaculture, Farming, Internet of Things","Yogyakarta, Yogyakarta, Indonesia",JALA offers and end-to-end solution to increase productivity and efficiency of shrimp farms.,"23,072",https://jala.tech/,https://www.linkedin.com/company/jalatech/,https://www.facebook.com/jalatech.official/,https://twitter.com/jalaindonesia,For Profit,,"Agriculture and Farming, Internet Services",101-250,"500 Global, Mirova, Intudo Ventures, Hatch Blue Ltd, UntroD Capital",7,Early Stage Venture
PasarPolis,https://www.crunchbase.com/organization/pasarpolis,,"Financial Services, FinTech, Insurance, InsurTech","Jakarta, Jakarta Raya, Indonesia",PasarPolis is an insurtech startup that offers an online insurance comparison platform for individuals.,"23,079",https://www.pasarpolis.com,https://www.linkedin.com/company/pasarpolis-com/?originalSubdomain=in,https://www.facebook.com/pasarpolis/,https://twitter.com/pasarpolis,For Profit,,Financial Services,251-500,"International Finance Corporation, Alpha JWC Ventures, SBI Investment, East Ventures, Intudo Ventures",6,Private Equity
TransTRACK,https://www.crunchbase.com/organization/transtrack-id,,"Internet of Things, Logistics","Dki Jakarta, Jakarta Raya, Indonesia",TransTRACK is a tech-enabler startup company that focuses on digitalizing fleet operations through fleet operation optimizer solutions,"24,082",https://transtrack.co/,https://www.linkedin.com/company/transtrack-id,https://www.facebook.com/transtrackindonesia/,,For Profit,,"Internet Services, Transportation",251-500,"AppWorks, Eurazeo, Accelerating Asia, Cocoon Capital, Goldbell Group",4,Early Stage Venture
Wagely,https://www.crunchbase.com/organization/wagely,,"Employee Benefits, Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia","Wagely is a financial wellness app that gives employees visibility into their daily earnings, and instant access to earned wages.","24,309",https://www.wagely.app,https://www.linkedin.com/company/wagely,https://www.facebook.com/wagelyapp,https://twitter.com/wagelyapp,For Profit,,"Administrative Services, Financial Services, Health Care",51-100,"Asian Development Bank, Capria Ventures, East Ventures, Global Founders Capital, ADB Ventures",5,
Rukita,https://www.crunchbase.com/organization/rukita,,Real Estate,"Jakarta Pusat, Jakarta Raya, Indonesia",Rukita is a proptech company revolutionizing rental housing by providing lifestyle residences with all-in services & top-tier hospitality.,"24,894",https://www.rukita.co/,https://in.linkedin.com/company/rukita,,,For Profit,,Real Estate,501-1000,"Bossa Invest, Golden Gate Ventures, iSeed, Openspace, Shunwei Capital",5,Early Stage Venture
Raena,https://www.crunchbase.com/organization/raena,,"Consumer Goods, E-Commerce, Web Apps","Jakarta, Jakarta Raya, Indonesia",Raena is a web-based platform for Indonesian customers to purchase beauty products.,"24,906",https://www.raenabeauty.com,https://www.linkedin.com/company/raena/,https://www.facebook.com/Myraenacom-1727830903983711/,,For Profit,,"Apps, Commerce and Shopping, Consumer Goods, Software",101-250,"Alpha JWC Ventures, STRIVE, BEENEXT, AC Ventures, Alpha Wave Incubation",4,Early Stage Venture
Segari,https://www.crunchbase.com/organization/segari,,"Food and Beverage, Grocery, Retail","Jakarta, Jakarta Raya, Indonesia",Segari operates as an online grocery company that offers fresh food products.,"25,006",https://segari.id,https://www.linkedin.com/company/segari,https://www.facebook.com/segari.official,,For Profit,,"Commerce and Shopping, Food and Beverage",101-250,"Argor Capital, Saison Capital, BEENEXT, AC Ventures, Susquehanna International Group",3,Early Stage Venture
HappyFresh,https://www.crunchbase.com/organization/happyfresh,,"E-Commerce, Grocery, Mobile","Jakarta, Jakarta Raya, Indonesia","Build to deliver a simplified life, our mission is to provide an easy grocery shopping experience with a high-quality service.","25,077",http://happyfresh.com,https://www.linkedin.com/company/happyfresh,https://www.facebook.com/HappyFreshGroup,,For Profit,,"Commerce and Shopping, Food and Beverage, Mobile",251-500,"500 Global, Cherry Ventures, Vertex Ventures, Endeavor Catalyst, Vertex Ventures Southeast Asia & India",7,
OnlinePajak,https://www.crunchbase.com/organization/onlinepajak,,"FinTech, Information Services, Information Technology","Jakarta, Jakarta Raya, Indonesia","OnlinePajak simplifies the entire tax reporting process with instant, hassle-free, and secure online tax management technology.","25,369",https://www.online-pajak.com,https://www.linkedin.com/company/achilles-systems-pte-ltd/,https://www.facebook.com/onlinepajak/,https://twitter.com/OnlinePajak?,For Profit,,"Financial Services, Information Technology",51-100,"Sequoia Capital, Endeavor Catalyst, Warburg Pincus, Alpha JWC Ventures, Bossa Invest",6,Late Stage Venture
Dekoruma,https://www.crunchbase.com/organization/dekoruma,,"Construction, E-Commerce, Furniture, Home Decor, Interior Design","Jakarta, Jakarta Raya, Indonesia","Dekoruma is an e-commerce company that offers interior, furniture, and decoration services.","25,813",http://www.dekoruma.com,https://www.linkedin.com/company/dekoruma,http://www.facebook.com/dekoruma,,For Profit,,"Commerce and Shopping, Consumer Goods, Design, Real Estate",501-1000,"Foundamental, InterVest Co., BEENEXT, AC Ventures, Ondine Capital",6,M&A
bythen,https://www.crunchbase.com/organization/bythen,,"Information Services, Information Technology, Software","Jakarta, Jakarta Raya, Indonesia",bythen enables the production of autonomous 3D avatar bots powered by AI.,"26,058",https://www.bythen.ai/quest,https://www.linkedin.com/company/bythen,,,For Profit,,"Information Technology, Software",11-50,"AppWorks, East Ventures, BEENEXT, GuildFi, Skystar Capital",2,Seed
WAY Research and Technology,https://www.crunchbase.com/organization/way-research,,"Enterprise Software, Information and Communications Technology (ICT), Information Technology, Internet of Things, IT Infrastructure, IT Management, Network Security, SaaS, Software Engineering, Telecommunications","Kebayoran Baru, Jakarta Raya, Indonesia",IT Solutions and Consultant,"26,264",https://wayresearch.id,https://www.linkedin.com/company/way-research,,https://x.com/wayresearchco,For Profit,,"Hardware, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",11-50,,1,Seed
OY!,https://www.crunchbase.com/organization/oy,,"Banking, Financial Services, FinTech, Information Technology","Jakarta, Jakarta Raya, Indonesia",OY! is a fintech application that simplifies the management of finances.,"26,300",https://www.oyindonesia.com,https://www.linkedin.com/company/oy,,https://twitter.com/oyindonesia,For Profit,,"Financial Services, Information Technology, Lending and Investments",251-500,"Pavilion Capital, Saison Capital, MDI Ventures, SBVA, AC Ventures",6,Early Stage Venture
Swap,https://www.crunchbase.com/organization/swap-5961,,"Automotive, Battery, Clean Energy","Penjaringan, Jakarta Raya, Indonesia",Swap is a e-mobility start-up that offers swappable battery product for e-motorcycles.,"26,527",https://swap.id,https://www.linkedin.com/company/swap-energi-indonesia,https://www.facebook.com/SwapEnergi,https://twitter.com/SwapEnergi,For Profit,,"Energy, Sustainability, Transportation",11-50,"Qiming Venture Partners, GGV Capital, Ondine Capital, Living Lab Ventures, New Energy Nexus",3,Early Stage Venture
Travelio,https://www.crunchbase.com/organization/travelio,,"Hospitality, Marketplace, Property Management, Real Estate, Rental Property, Travel Accommodations","Jakarta, Jakarta Raya, Indonesia","Travelio is an online home rental marketplace that offers apartments, villas, and houses.","26,530",https://www.travelio.com,https://www.linkedin.com/company/travelio-com,https://www.facebook.com/travelioid,https://twitter.com/travelioid,For Profit,,"Commerce and Shopping, Real Estate, Travel and Tourism",501-1000,"500 Global, Insignia Ventures Partners, Gobi Partners, Pegasus Tech Ventures, AppWorks",6,Late Stage Venture
Yupi,https://www.crunchbase.com/organization/yupi-4e4e,,"Confectionery, Food and Beverage, Food Processing","Bogor, Jawa Barat, Indonesia",Yupi is a gummy confectionery company that manufactures various type of gummy candies.,"26,561",https://www.yupindo.com,https://www.linkedin.com/company/yupi-indo-jelly-gummy,https://www.facebook.com/yupigummycandies,https://x.com/yupiers?lang=en,For Profit,,Food and Beverage,101-250,,,M&A
AdaKami,https://www.crunchbase.com/organization/adakami,,"Consumer Lending, Financial Services, Lending","Jakarta, Jakarta Raya, Indonesia",AdaKami is a local online peer-to-peer lending platform that provides loan facilities without collateral.,"26,675",https://www.adakami.id/,https://www.linkedin.com/company/pt-pembiayaan-digital-indonesia-adakami/,https://www.facebook.com/adakami.id,https://twitter.com/adakamiofficial,For Profit,,"Financial Services, Lending and Investments",501-1000,"Superbank, Jago, SeaBank Indonesia",3,
